"1983","Romania",":",":"
"1984","Romania",":",":"
"1985","Romania",":",":"
"1986","Romania",":",":"
"1987","Romania",":",":"
"1988","Romania",":",":"
"1989","Romania",":",":"
"1990","Romania",":",":"
"1991","Romania",":","-128"
"1992","Romania",":","-36"
"1993","Romania",":","-12"
"1994","Romania",":","-1"
"1995","Romania",":","-1"
"1996","Romania",":","-2"
"1997","Romania","5.3","-1"
"1998","Romania","5.4","-2"
"1999","Romania","6.2","-1"
"2000","Romania","6.8","-1"
"2001","Romania","6.6","-2"
"2002","Romania","7.5","-1"
"2003","Romania","6.8","-3"
"2004","Romania","8.0","-5"
"2005","Romania","7.2","-6"
"2006","Romania","7.3","-10"
"2007","Romania","6.4","-16"
"2008","Romania","5.8","-16"
"2009","Romania","6.9","-4"
"2010","Romania","7.3","-5"
"2011","Romania","7.4","-5"
"2012","Romania","7.0","-5"
"1983","Slovenia",":",":"
"1984","Slovenia",":",":"
"1985","Slovenia",":",":"
"1986","Slovenia",":",":"
"1987","Slovenia",":",":"
"1988","Slovenia",":",":"
"1989","Slovenia",":",":"
"1990","Slovenia",":",":"
"1991","Slovenia",":",":"
"1992","Slovenia",":",":"
"1993","Slovenia",":",":"
"1994","Slovenia",":","483"
"1995","Slovenia",":","-48"
"1996","Slovenia","6.9","37"
"1997","Slovenia","6.9","46"
"1998","Slovenia","7.4","-109"
"1999","Slovenia","7.3","-661"
"2000","Slovenia","6.7","-579"
"2001","Slovenia","6.2","38"
"2002","Slovenia","6.3","250"
"2003","Slovenia","6.7","-195"
"2004","Slovenia","6.3","-717"
"2005","Slovenia","6.5","-498"
"2006","Slovenia","6.0","-772"
"2007","Slovenia","4.9","-1"
"2008","Slovenia","4.4","-2"
"2009","Slovenia","5.9","-246"
"2010","Slovenia","7.3","-210"
"2011","Slovenia","8.2","1"
"2012","Slovenia","8.9","817"
"1983","Slovakia",":",":"
"1984","Slovakia",":",":"
"1985","Slovakia",":",":"
"1986","Slovakia",":",":"
"1987","Slovakia",":",":"
"1988","Slovakia",":",":"
"1989","Slovakia",":",":"
"1990","Slovakia",":",":"
"1991","Slovakia",":",":"
"1992","Slovakia",":",":"
"1993","Slovakia",":",":"
"1994","Slovakia",":","558"
"1995","Slovakia",":","298"
"1996","Slovakia",":","-1"
"1997","Slovakia",":","-1"
"1998","Slovakia","12.7","-1"
"1999","Slovakia","16.5","-1"
"2000","Slovakia","18.9","-752"
"2001","Slovakia","19.5","-1"
"2002","Slovakia","18.8","-2"
"2003","Slovakia","17.7","-1"
"2004","Slovakia","18.4","-2"
"2005","Slovakia","16.4","-3"
"2006","Slovakia","13.5","-3"
"2007","Slovakia","11.2","-2"
"2008","Slovakia","9.6","-4"
"2009","Slovakia","12.1","-1"
"2010","Slovakia","14.5","-2"
"2011","Slovakia","13.6","-1"
"2012","Slovakia","14.0","1"
"1983","Finland",":","-1"
"1984","Finland",":","46"
"1985","Finland",":","-967"
"1986","Finland",":","-708"
"1987","Finland",":","-1"
"1988","Finland","4.2","-2"
"1989","Finland","3.1","-5"
"1990","Finland","3.2","-5"
"1991","Finland","6.6","-5"
"1992","Finland","11.7","-3"
"1993","Finland","16.3","-934"
"1994","Finland","16.6","908"
"1995","Finland","15.4","4"
"1996","Finland","14.6","3"
"1997","Finland","12.7","5"
"1998","Finland","11.4","6"
"1999","Finland","10.2","6"
"2000","Finland","9.8","10"
"2001","Finland","9.1","11"
"2002","Finland","9.1","12"
"2003","Finland","9.0","7"
"2004","Finland","8.8","9"
"2005","Finland","8.4","5"
"2006","Finland","7.7","6"
"2007","Finland","6.9","7"
"2008","Finland","6.4","4"
"2009","Finland","8.2","3"
"2010","Finland","8.4","2"
"2011","Finland","7.8","-2"
"2012","Finland","7.7","-3"
"1983","Sweden","3.7",":"
"1984","Sweden","3.3",":"
"1985","Sweden","2.9",":"
"1986","Sweden","2.7",":"
"1987","Sweden","2.2",":"
"1988","Sweden","1.8",":"
"1989","Sweden","1.6",":"
"1990","Sweden","1.7",":"
"1991","Sweden","3.1",":"
"1992","Sweden","5.6",":"
"1993","Sweden","9.1",":"
"1994","Sweden","9.4","702"
"1995","Sweden","8.8","3"
"1996","Sweden","9.6","7"
"1997","Sweden","9.9","9"
"1998","Sweden","8.2","8"
"1999","Sweden","6.7","9"
"2000","Sweden","5.6","11"
"2001","Sweden","5.8","12"
"2002","Sweden","6.0","12"
"2003","Sweden","6.6","19"
"2004","Sweden","7.4","19"
"2005","Sweden","7.7","20"
"2006","Sweden","7.1","26"
"2007","Sweden","6.1","30"
"2008","Sweden","6.2","30"
"2009","Sweden","8.3","19"
"2010","Sweden","8.6","23"
"2011","Sweden","7.8","27"
"2012","Sweden","8.0","29"
"1983","United Kingdom","10.8","2"
"1984","United Kingdom","10.9","4"
"1985","United Kingdom","11.2","4"
"1986","United Kingdom","11.2","-5"
"1987","United Kingdom","10.3","-10"
"1988","United Kingdom","8.5","-29"
"1989","United Kingdom","7.1","-38"
"1990","United Kingdom","6.9","-30"
"1991","United Kingdom","8.6","-15"
"1992","United Kingdom","9.8","-17"
"1993","United Kingdom","10.2","-15"
"1994","United Kingdom","9.3","-8"
"1995","United Kingdom","8.5","-10"
"1996","United Kingdom","7.9","-7"
"1997","United Kingdom","6.8","-1"
"1998","United Kingdom","6.1","-4"
"1999","United Kingdom","5.9","-32"
"2000","United Kingdom","5.4","-42"
"2001","United Kingdom","5.0","-34"
"2002","United Kingdom","5.1","-29"
"2003","United Kingdom","5.0","-25"
"2004","United Kingdom","4.7","-37"
"2005","United Kingdom","4.8","-47"
"2006","United Kingdom","5.4","-66"
"2007","United Kingdom","5.3","-50"
"2008","United Kingdom","5.6","-24"
"2009","United Kingdom","7.6","-22"
"2010","United Kingdom","7.8","-56"
"2011","United Kingdom","8.0","-23"
"2012","United Kingdom","7.9","-70"
"1983","Norway",":",":"
"1984","Norway",":",":"
"1985","Norway",":",":"
"1986","Norway",":",":"
"1987","Norway",":",":"
"1988","Norway",":",":"
"1989","Norway","4.9",":"
"1990","Norway","5.2",":"
"1991","Norway","5.5",":"
"1992","Norway","5.9",":"
"1993","Norway","6.0",":"
"1994","Norway","5.4",":"
"1995","Norway","4.9","4"
"1996","Norway","4.7","8"
"1997","Norway","3.9","8"
"1998","Norway","3.1","875"
"1999","Norway","3.0","9"
"2000","Norway","3.2","28"
"2001","Norway","3.4","29"
"2002","Norway","3.7","25"
"2003","Norway","4.2","24"
"2004","Norway","4.3","26"
"2005","Norway","4.5","39"
"2006","Norway","3.4","46"
"2007","Norway","2.5","40"
"2008","Norway","2.5","54"
"2009","Norway","3.2","35"
"2010","Norway","3.6","38"
"2011","Norway","3.3","45"
"2012","Norway","3.2","55"
"1983","Croatia",":",":"
"1984","Croatia",":",":"
"1985","Croatia",":",":"
"1986","Croatia",":",":"
"1987","Croatia",":",":"
"1988","Croatia",":",":"
"1989","Croatia",":",":"
"1990","Croatia",":",":"
"1991","Croatia",":",":"
"1992","Croatia",":",":"
"1993","Croatia",":",":"
"1994","Croatia",":",":"
